date,compensation_type,title,url,employment_type,description 
2019-02-28 16:15,$70-$95/hr (1099),Windows Server Administrator,https://washingtondc.craigslist.org/nva/sof/d/fairfax-windows-server-administrator/6830458839.html,contract,"
        ,
Windows Server Administrator,
,
,
We're really looking for hands on Windows Server Admin who understands the day in and out functions of the position.  Our client is a Federal Credit Union that provides typical banking solutions for consumers/members all over the greater Washington DC area.  They earn trust from customers/members by:,
,
•	Providing personal, caring service,
•	Delivering competitive financial solutions,
•	Acting in the best interest of members,
•	Positively impacting the communities they serve.,
,
,
Job Duties:,
,
The Windows Administrator's role is to design, install, administer, and optimize company servers and related components to achieve high performance of the various business applications supported by tuning the servers as necessary. This includes ensuring the availability of client/server applications, configuring all new implementations, and developing processes and procedures for ongoing management of the server environment. Where applicable, the Windows Admin will assist in overseeing the physical security, integrity, and safety of the data center/server farm. In addition, Windows Admin will apply proven communication, analytical, and problem-solving skills to help identify, communicate, and resolve issues in order to maximize the benefit of IT systems.,
,
,
Qualifications:,
,
•	5 years of equivalent work experience. ,
•	Technically fluent in server and NOS administration, including Microsoft Windows Server 2016. ,
•	Broad hands-on knowledge of current system software, hardware, protocols, and standards, with Windows,
•	Knowledge of applicable data privacy practices and laws; network infrastructures, including LAN, WAN and VPN.,
•	Working knowledge of a range of diagnostic utilities, including Microsoft Active Directory; extensive understanding with TCP/IP and iSCSI network protocols.,
•	Strong interpersonal and oral communication skills; Strong organizational skills and excellent attention to detail. ,
•	Ability to prioritize and execute tasks in a high-pressure environment,
,
- Nice to have experience with Vmware and/or Citrix.,
,
Great if you have Certifications in Microsoft.,
,
This is a long term contract.  We expect the initial term to be at least 6 months, with likelihood that this will go on for a long time.  There is a strong possibility of contract-to-hire for this position if desired.,
,
The hourly rate for this project will be $70-$95/hr based on your level of experience.,
,
If this sounds like you, please respond with your salary requirements as soon as possible.,
,
Please no telecommuters or agencies.,
,
This client, and the associated team are all located in Fairfax VA, and we are looking for candidates that are local to the general area.  You are expected, and will need to be in Fairfax at the office on most days.  Please do not apply if you do not want to be on-site in Virginia.,
,
======================================================,
,
About AAJ Interactive Technologies,
,
AAJ Interactive Technologies, established in 1997 by cutting-edge technology executives, is a technology professional-services company supplying project-based consulting, staff augmentation and recruiting services to leading firms throughout Metropolitan Washington, DC area.,
,
We work differently from most of our competition.  We have been in both a position of hiring, mentoring and managing large staffs inside a corporate culture, as well as consultants for hire.  This unique perspective allows us to understand both sides of this business.  We take the time to ensure our consultants/candidates placed will be successful.,
,
We believe that because of our principals we have succeeded where others have failed.  The recruiting/technology space can be full of companies that are not really looking out for your interests - ask around ... we're not one of them!  We want you to succeed, and we'll do everything we can to help you do just that!,
,
,
    "
2019-03-05 16:40,commensurate to experience,Quality Assurance/Software Tester,https://washingtondc.craigslist.org/nva/sof/d/herndon-quality-assurance-software/6834327705.html,full-time,"
        ,
About US:,
We've been in business since 2002 and our team is constantly growing. 98% of our company is comprised of Engineers focused on Software Construction including Developers, Engineers in test, Project Managers, Scrum Masters, Analysts including our Managing Partners, Arthur and Joel. We offer consulting services throughout the Northern Virginia/Washington, DC area and our home office is located in Herndon, Virginia.,
,
,
If full stack development and working with various languages and technologies excite you, then there's a spot for you on our team! At Solution Street, our employees have many opportunities to work on interesting, challenging projects supporting clients one-on-one in various domains primarily in the commercial space. Our company culture thrives on our five core values: Honesty, Respect, Transparency, Dependability, and FUN! They're embedded in everything we do and how we do it!,
,
,
We're seeking talented Software Testers having worked on multiple projects over their career. This is an exciting full-time opportunity to work in a fast-paced team environment.,
,
Candidate is a strong software tester with experience in the following:,
-  Outstanding communication skills,
- General Software Testing (System, Regression, Smoke),
- Agile/Scrum team experience,
- Test planning ,
- Test data setup and management,
- Web Browser/Mobile Testing & Compatibility,
- Ability to understand complex systems and find corner cases,
- Basic ability to navigate command line of windows and unix operating systems,
- Must have at least 5 years experience in the US,
- Ability to edit/change simple shell scripts,
- Solid SQL knowledge,
,
,
Great Engineers + Great Communication = Successful Projects. We enjoy working with cutting edge technologies and providing solutions to complex business problems. Solution Street, based in Northern Virginia's high-tech corridor, is an information technology consultancy that helps Fortune 500 companies, startups and non-profit organizations achieve their business goals through the design and rapid deployment of web applications. Solution Street is run by software engineers and our employees are experts in building large, highly scalable and well performing web applications using Java EE, .NET, JavaScript and Ruby on Rails technologies. ,
,
,
What's In It for You?,
We offer a relaxed, fun, flexible, working environment with competitive salary + bonus + 100% paid health/dental to employee + life insurance + PTO + long-term disability + 401(k). Solution Street automatically contributes to employees' 401(k) plans. We are passionate about technology and we share out thoughts and discoveries in our monthly newsletters. To subscribe to our latest blog, please visit: ,. Solution Street is also a sponsor of NOVA SART (Northern Virginia Software Architecture Round Table Group). Please visit www.solutionstreet.com or check out our Face page , for more information regarding our company culture, the charities we support, and the fun events we do together!    "
2019-02-26 12:56,DOE,Software Engineer,https://washingtondc.craigslist.org/doc/sof/d/college-park-software-engineer/6828691060.html,full-time,"
        ,
Software Engineer – College Park, MD,
,
Position Description,
Will perform the technical maintenance of HYSPLIT applications in support of NOAA’s Air Resources Laboratory (ARL). Will review existing capabilities of the HYSPLIT transport and dispersion modeling system on the PC, Mac, and LINUX/UNIX platforms to become familiar with the installation of the model and its components on various platforms. Will develop open-source Python graphical programs and scripts to replace current PostScript generated graphics with professional outputs on detailed map backgrounds ensuring existing capabilities are retained in any new programs; enable direct graphical output or conversion to several output formats such as KML, GIF, PostScript, ESRI Shapefiles, PDF, GeoTiff, etc; and replace current HYSPLIT Fortran utility programs with equivalent Python scripts to reduce the number of programs requiring compilation. Proficiency with Python required. Will also:,
,
•	Maintain and support all ARL web servers (ARL, READY, READY-TESTBED, WOC) and develop/install/maintain research-to-operations applications on the servers.,
•	Obtain knowledge of and support/maintain the Local Data Manager (LDM) application used by ARL to process National Weather Service (NWS) text products as well as the “weather” application used to request these products through the ARL READY web server. ,
•	Administer, maintain, and approve messages to the HYSPLIT Forum (phpBB - ,) used by HYSPLIT users to submit questions and comments to HYSPLIT developers.,
•	Process HYSPLIT user registration forms and create READY accounts for these users. Knowledge of Microsoft Excel and Access is needed.,
•	Administer READY (,) by responding to user questions to the ARL Webmaster email address and maintain READY applications in a real-time environment. Update ARL management on web site usage statistics and respond to NWS or user reports of bugs or updates to applications.,
•	Work with scientists to develop and install dispersion modelling and meteorological display applications to the READY and/or WOC web servers.,
•	Investigate the feasibility of improving or replacing the HYSPLIT Graphical user Interface (GUI), currently using Tcl/Tk, with Python packages such as Megawidgets, TKinter, etc. Upon approval, replace the GUI in the HYSPLIT system ensuring its operability on the PC, Mac, and LINUX/UNIX platforms.,
,
Required Skills,
3+ years of experience with web development in support of a physical science program. Must be proficient in scripting languages (batch, ksh, bash, Perl, etc.), Python, and SVN, and have some knowledge of Fortran, C, and Tcl/Tk. Must be proficient in LINUX, Apache installation and maintenance, HTML, KML, CGI applications, and security. Requires experience with HTML, KML, Flash, and ESRI Shapefiles. Must be able to work in Windows, Mac, and LINUX/UNIX environments. Good oral and written communication skills are required. Knowledge of WordPress, GrADS, ImageMagick, Shapefiles, and NCAR Graphics would be desired. Some knowledge of C and Fortran is needed.,
,
Must be a US Citizen or Permanent Resident and be able to pass a background investigation to obtain a security badge to enter the applicable government facility.,
,
Education,
BS in science, engineering, computer science, related discipline, or equivalent. ,
,
Submit resume to ERT's Career Opportunities Web Page at: ,
,
Earth Resources Technology, Inc. (ERT),
ERT is a VEVRAA Federal Contractor and Equal Opportunity/Affirmative Action employer - All qualified applicants will be considered for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status.,
    "
2019-02-26 12:10,$50-65/hr,Kronos Configuration Expert,https://washingtondc.craigslist.org/mld/sof/d/rockville-kronos-configuration-expert/6828641010.html,contract,"
        ,
Local government agency in Rockville MD is seeking a Kronos Configuration Expert.  The position is for 6 months with extension possibilities. The ideal candidate will have experience with in Kronos Workforce Timekeeper 6.2+, MCtime, and potentially worked with the agencypreviously..  H1s will be considered by must have perfect communications skills.  All candidates must be available for a face-to-face interview.   ,
,
Scope of Work:,
,
 1)  Contractor will provide technical staff to provide on-going operational support throughout the pay cycle, provide configuration expertise as well as performing system configuration, documentation related to requirements gathering, standard operating procedures, lessons learned and training.  The ideal candidate will have expertise in project management for several projects of varying scopes for various departments for the Department of Finance MCtime (timekeeping) team.,
,
 ,
,
2)  Contractor will provide candidate(s) with Expert experience in:,
,
-Workforce Timekeeper Web-Based and Timeclock implementations/upgrades,
-Implementations with integration from and to multiple applications,
-Leading implementations of department specific timekeeping related processes and procedures used in conjunction with timekeeping and scheduling applications,
-Communicating with all levels of staff and management, verbally and written maintaining a positive customer-oriented focus,
-Providing leadership, project planning and organization, to multiple diverse projects of varying size and scope including meeting facilitation and note taking/distribution,
-Complex Workforce Timekeeper configurations - Proficiency in configuring pay rules, work rules and assignment rules; accrual codes and profiles,
-Experience in gathering requirements and documenting new and existing processes and/or related issues ,
-Quickly learning and understanding the Agency’s configuration ,
-Knowledgeable in reviewing/creating/modifying reports using Workforce Integration Manager or other Kronos --Reporting Tools and SQL queries,
-System testing related to new implementations, upgrade, regression and other system integrations.,
-Troubleshooting issues with existing configuration and/or imports and recommending solutions to resolve,
-Participating in developing training materials and facilitating training sessions as necessary,
-Experience using Microsoft Excel, Word, and automated email system, such as Office 365. ,
-Overall the position requires that the candidate possess an elevated level of attention to detail, strong oral and written communication skills, and a strong sense of ownership and accountability for work performed.  Work well in a change environment while maintaining a strong positive perspective. ,
 ,
,
Required Skills:,
,
Demonstrated proficiency in Kronos Workforce Timekeeper 6.2+;,
-Proficiency in configuring pay rules, work rules, combination rules, assignment rules,
accrual codes and profiles; Knowledgeable in creating/modifying Workforce Integration Manager and SQL queries to create/modify reports,
-Experience in various system testing; Implementation experience with integration to/from multiple applications,
-Project planning and organization for multiple diverse projects,
-Skilled communicator with all levels of staff and management both written and verbal,
-Ability to create written documentation for new and existing processes and/or related,
 ,
,
Preferred Skills:,
,
-Experience upgrading from Workforce Timekeeper 6.0 to 8.X.,
-Have experience with automated scheduling modules such as TeleStaff, Advanced Scheduler or Trapeze.,
 ,
,
Background:,
,
The agency utilizes Kronos Workforce Timekeeper Version 6.2, internally called MCtime, to collect time and attendance data for the agency workforce.  The Agency has 40 departments with approximately 13000 records in the Kronos on-premise database.  The Agency uses both the HTML and JAVA platforms and both the project and hourly timecard view.  Most employees enter time via the internet, however, approximately 400 employees began using Kronos InTouch timeclocks, February 2019.  Various scheduling systems interface with Kronos Workforce Timekeeper Version 6.2 to support the operational needs of individual departments.   The Department of Transportation, Transit Division, uses Trapeze; The Department of Transportation, Highway Services Division, uses in internal application called Crew Day Card.  The Department of Correction and Rehabilitation. Fire and Rescue Services and the Police Department all use TeleStaff.  Timekeeping policies and processes are governed by the Agency Personnel Regulations and Collective Bargaining Agreements. ,
,
 ,
,
General system administration is required throughout the fourteen day pay cycle.  Tasks include, but are not limited to, processing of special employee group access and schedule change forms, creating/maintaining/assigning schedule patterns and groups, reviewing and taking appropriate action on Transaction Assistant errors, monitoring routine interface jobs, creating reports based on changing business needs, modifying look up tables, creating/modifying SQL queries to support timekeeping related processes and configuration/re-configuration of pay codes, pay rules, work rules and/or assignment rules. ,
,
 ,
,
While maintaining current operations, the Agency is also preparing to upgrade to Kronos Workforce Timekeeper Version 8.X.  Several upgrade tasks are required for a smooth transition.  These tasks include, but are not limited to, new feature configuration, conversion of existing workforce integration manager interfaces, revision of SQL queries, updates to genies, hyperfinds, extensive testing between scheduling systems and MCtime, etc.  Participation in the creation of training documents will also be required.  Facilitation of department briefings and/or training may be required. ,
,
 ,
,
Future potential projects include integrating additional scheduling systems and/or bringing additional departments onto Kronos InTouch timeclocks.  The Agency may also evaluate Kronos Workforce Dimensions.     ,
,
 ,
,
     "
2019-02-27 16:40,Salary based on experience,ArcGIS PORTAL developer,https://washingtondc.craigslist.org/nva/sof/d/arcgis-portal-developer/6829700685.html,full-time,"
        ,
ArcGIS Portal developer,
US Citizen ONLY and Active DOD Clearance,
,
We are looking for ESRi ArcGIS PORTAL developer to help develop and integrate GIS into a JAVA application using PORTAL & ArcGIS JS API,
,
If you got experience in ArcGIS Enterprise 10.X, please send us your resume and be ready to showcase your GIS stuff (webmap, storymaps...).,
,
US Citizen ONLY and Active DOD Clearance,
    "
2019-03-01 06:25,20+ hourly,Collision Repair Technician,https://washingtondc.craigslist.org/mld/sof/d/annapolis-junction-collision-repair/6830784701.html,full-time,"
        ,




,
,
Penske Truck Collision Repair centers specialize in commercial vehicle
recovery, repairs and refinishing-from minor scrapes and scratches to
major body and chassis repairs. Our highly skilled technicians use the
latest technology, repairtechniques and diagnostic equipment to get our
customers’ trucks back up and running in the same great condition. A
Penske Collision Repair/Body Shop Technician III will perform minor
truck and trailer component repair or replacement. Assist in the
removal, replacement, and repair of major components.,
,
,
- competitive hourly pay,
- performance incentive bonus,
- no weekend hours,
- stable 40hr/week schedule,
- health benefits,
- retirement plan,
- provided uniforms,
- advancement opportunities,
,
,
,
- Perform the following repairs or replacements: Minor electrical
system repairs, Surface preparation for refinishes, Minor Cab Accessory
repair/ replacement, Minor Cargo Box repairs,
- Maintain work area appearance and safety,
- Other projects and tasks as assigned by supervisor,
,
,
-  At least 2 years of related experience (or an equivalent
combination of related education and experience) preferred,
- High School Diploma or equivalent required,
- Vocational/technical school preferred,
- Certification of completion of technical school specializing in the
repair/refinish of all series of truck and trailer preferred,
- Working knowledge of tools of trade (including welding equipment,
paint equipment, shop machines, and power tools) required,
- Regular, predictable, full attendance is an essential function of the
job,
- Willingness to travel as necessary, work the required schedule, work
at the specific location required, complete Penske employment
application, submit to a background investigation (to include past
employment, education, and criminal history) and drug screening are
required.,
,
,
- The physical and mental demands described here are representative of
those that must be met by an associate to successfully perform the
essential functions of this job. Reasonable accommodations may be made
to enable individuals with disabilities to perform the essential
functions.,
- The associate will be required to remember and understand certain
instructions, guidelines or other information. The associate must be
able to see and verbally communicate. Specific vision abilities
required by this job include
close vision, distance vision, peripheral vision, depth perception and
the ability to adjust focus.,
- While performing the duties of this job, the associate will be
required to move frequently, stand, walk, and sit. The associate is
frequently required to use hands to touch, handle, and feel, and to
reach with hands and arms. The associate must be able to regularly lift
and/or move up to 50lbs/23kg and occasionally lift and/or move up to
100lbs/45kg.,
 ,
,
Penske Truck Leasing Co., L.P., headquartered in Reading, Pennsylvania,
is a partnership of Penske Corporation, Penske Automotive Group, and
Mitsui & Co., Ltd. A leading global transportation services
provider, Penske operates more than 260,000 vehicles, employs more than
29,000 people, and serves customers from more than 1,000 locations in
North America, South America, Europe, Australia, and Asia. Product
lines include full-service truck leasing, contract maintenance,
commercial and consumer truck rentals, used truck sales, transportation
and warehousing management and supply chain management solutions. Visit
, to learn more.,
 ,
,
Automotive, Diesel, Diesel Repair, Diesel Tech, Diesel Mechanic, Gas
Mechanic, Mechanic, Hydraulics Auto Repair, Truck Repair, Trailer
Repair, Equipment Installer, Electronic Diagnostic, Car Carrier Repair,
Mechanical Repair, Installer, Truck Equipment, Auto Mechanic, ASE
Certified, ASE, Automotive, Repair, Light And Heavy Duty Trucks, Truck
Mechanic Service Technician, Heavy Truck & Equipment Technician,
Heavy Truck Mechanic, Equipment Mechanic, Shop Mechanic, Truck
Mechanic, Fleet Mechanic, Fleet Technician, Trailer Mechanic, Universal
Technical Institute, UTI, Wyotech, Lincoln College of Technology,
Lincoln Tech, Detroit Diesel, Cummins, Eaton, Meritor, Mack,
International, Peterbilt, Kenworth, Volvo, Freightliner, Hino, Isuzu,
 
,
To apply for this position, please ,

    "
2019-03-01 17:26,$50-$65 per hour,Sr. Groovy/Ruby Developer,https://washingtondc.craigslist.org/doc/sof/d/washington-sr-groovy-ruby-developer/6831310231.html,part-time,"
        ,
Do you have Full Stack Groovy/Ruby experience?,
,
The Sr. Application Developer is responsible for joining a product team and contributing to the software design, software development, and overall product life-cycle for a product. We are looking for a part time full stack developer who can work with Rack Space UBUNTU handle all the work of databases, servers, systems engineering. Solid experience with Groovy and Grails/ Ruby on Rails and Object Oriented Principles is required.,
,
Maintain existing Groovy application (Java tomcat) and migrate the application to Ruby on Rails or other language.,
,
This is a remote position with occasional meetings in the DC area. Candidate will be able to operate independently, as part of a team to create, support, and deploy production applications.,
,
Qualifications:,
,
    Expert in Groovy and Ruby on Rails,
    Experience with relational databases (MYSQL),
    Sr. Level web developer (HTML, CSS, XML, JSON, JavaScript, AJAX, Python, Web browsers),
    ,
Must be authorized to work in the US without sponsorship. ,
,
,
,
,
,
,
,
,
    "
2019-03-02 13:54,DOE,Certified JAVA Developer & QA Automation Training with Placement!,https://washingtondc.craigslist.org/nva/sof/d/falls-church-certified-java-developer/6831895711.html,contract,"
        ,
We are starting JAVA Developer (Front-End/Back-End/Full Stack); QA Automation/SDET training batch on 03/18/2019 (Mar 18th)!,
,
Training Details:,
Start Date: 18th March 2019,
Class Timings: Mon thro Fri / 10.30 AM to 4.30 PM,
Duration: 6 Weeks,
,
Below are the list of basic requirements to enroll:,
,
Visa Status: OPT/H-1B/EAD/GC/USC - Proper Work Authorization to work in USA.,
Education: Associate/Bachelor's/Master's,
Computer science background or programming background is preferred.,
,
Training Curriculum:,
,
Selenium, ,
Core Java,
Advance Java, Git- Hub and Maven Dependency,
Restful API, Web services,
Spring Boot,
API Testing,
Spring JDBC,
Hibernet,
JPA,
Introduction to AWS,
UI development Using Angular JS,
,
OBJECTIVES AFTER TRAINING:,
,
We guarantee a JOB AS Junior/Mid-level Java Developer / QA Engineer / SDET(Software Developer Engineer in testing) atone of our numerous client locations.,
,
Please feel free to contact:,
Raja ,
Account Manager,
M: 571-551-1412,
E: 703-992-9919 x 3217 ,
,
CollaboraIT Inc.,
www.collaboraitinc.com ,
119 Rowell CT, Falls Church, VA -22046,
,
,
About CollaboraIT Inc.,
With a strong team of 100+ consultants with over 12+ years of experience, we have proven ourselves repeatedly at several Fortune 100 as well as Fortune 500 companies, when it comes to process understanding, collaborative attitude, flawless delivery and end-to-end accountability. CollaboraIT offers a wide-range and best-in-class suite of value-based business solutions comprising of IT services, HR solutions, On-site & Off-site Outsourcing and Consulting services that are built on its robust process domain and people management expertise.,
,
Why CollaboraIT Inc.,
•	E verified company,
•	Starting salary between $50,000 to $60,000 with regular increments,
•	Relocation allowance,
•	Referral bonus - On the job support from experienced professionals in the relative field ,
•	Travel allowance Insurance- Medical, dental, vision and 401K,
•	Health Benefits through Carefirst BCBS (Blue Cross Blue Shield)    "
2019-03-02 22:18,Negotiable,ASP.NET MVC / MSSQL - Developer,https://washingtondc.craigslist.org/mld/sof/d/aspnet-mvc-mssql-developer/6832236680.html,employee's choice,"
        ,
, .Net/MVC/SQL developer with 2 years or more experience working on the following.

,
,


The perfect candidate is someone open to new, innovative technologies with a strong desire to learn. 


,
,

,
,
,
,

,    "
2019-03-03 10:21,$75-$90 per hour,Oracle EBS R12 Technical Expert for one year plus,https://washingtondc.craigslist.org/mld/sof/d/gaithersburg-oracle-ebs-r12-technical/6832407559.html,contract,"
        ,
Job Description,
Local government agency in Rockville, MD seeks highly-skilled Oracle e-Business Suite R12 technical expert Contract is for one year with the option to extend.   ,
,
Candidates must be willing to relocate to Rockville, MD.  Candidates must provide 2 references regarding recent projects.,
,
Details:,
,
Title: Oracle EBS R12 Technical Expert- Warehouse & Order Management,
,
# Openings: 1,
,
Duration: 1 year with option to extend (will almost definitely extend b/c there is a high workload for this team),
,
Interviews: Client will be doing Skype interviews so we can entertain out of town candidates but please make sure they are not looking for 100% remote work. This role will be onsite with potential for remote days after 6 months or so.,
,
***NOTES- Candidates should have the following & needs to be demonstrated clearly and often on their resumes:,
,
Oracle EBS R12 application knowledge in one or more areas of Financials and/or Supply Chain in a complex ERP enterprise environment. ,
Oracle EBS R12 technical experience:,
Expert knowledge of PL/SQL or SQL,
Expert knowledge of workflow, forms and reports,
Significant experience with OA Framework and developing solutions using JDeveloper,
Experience with R12.2 code development standards,
Oracle EBS R12 application knowledge in Order Management and Warehouse Management in a complex ERP environment,
,
Scope of Work:,
,
This individual may be responsible for, but not limited to, the following: ,
,
Troubleshoot production issues and identify and develop solutions;,
Analyze and modify code to meet R12.2 coding standards;,
Perform application development using Oracle Application Framework technology, Oracle Application Development Framework and JDeveloper (Java,J2EE);,
Diagnose and resolve complex system problems and debug code;,
Perform technical analysis to resolve issues and streamline operations.,
Skills/experience preferred includes:,
,
Expert knowledge in Oracle EBS Order Management and Warehouse Management.,
Four to six years application development experience in Oracle EBS R12 applications in a complex environment;,
Significant experience with development of Oracle Forms and Reports.,
Significant experience developing with OA Framework, Oracle ADF, and JDeveloper (Java/J2EE);,
Development experience with Mobile Application Framework (MAF);,
Expert knowledge and experience with R12.2 code development standards;,
Expert knowledge of PL/SQL or SQL;,
Expert knowledge in diagnosing and resolving complex system problems, troubleshooting production issues and debugging code;,
Ability to work under pressure and meet deadlines;,
Strong verbal, written and interpersonal communication skills.,
    "
2019-03-03 16:26,Equity Share,CTO Position/Equity Share in Startup - Software Developer Needed,https://washingtondc.craigslist.org/nva/sof/d/arlington-cto-position-equity-share-in/6832693345.html,employee's choice,"
        ,
I'm looking for an experienced, motivated, abstract-thinking Software Developer (backend/frontend) to partner with on a startup venture based in the Washington DC area to provide critical software product solutions to government and private sector clients in the defense, space, and national security arenas. Passion and entrepreneurism are required. Big-data experience is a plus. Candidate will serve as the company's CTO and chief developer. I'm looking for a partner, not an employee. If interested, message me with a short intro, a little on your experience (technical, education, business), and we can take it from there. I'm also interested in connecting with entrepreneurs, investors, and mentors.    "
2019-03-03 18:44,tbd,Software Developer (Agile),https://washingtondc.craigslist.org/doc/sof/d/springfield-software-developer-agile/6832789856.html,full-time,"
        ,
Software developers needed with Agile background,
Must have hands on experienced in Development Testing, Validation Testing, Implementation Testing, Operational Testing, and Project Defined Testing with use of Agile,
Must be able to differentiate between Agile and Waterfall methodogy,
Must have at least 10 years of experience,
    "
2019-03-04 09:49,DOE,SQL SERVER SSIS SSRS & .NET TRAINING and 100% JOB PLACEMENT,https://washingtondc.craigslist.org/doc/sof/d/arlington-sql-server-ssis-ssrs-net/6833086193.html,employee's choice,"
        ,
,
,
, 
� 100% Placement Assistance for our consultants. ,
� Free orientation/Demo class.,
� Resume Building and Technical screening by the marketing team.,
� Mock interviews for the candidates ,
� Placement Assistance with our clients in full time or consulting positions.,
� Support will be provided while you are in the project,
� H1B sponsorship and GC for qualified employees.,
� Free Training to upgrade your skills anytime for our employees.,
� Excellent marketing team for job placements. ,

,
,
==============,==================,
,
,
,
•	The Basic Architecture of SQL Server,
•	SQL Server Editions and Versions,
•	Getting Started with SQL Server Management Studio,
,
,
•	Writing Simple SELECT Statements,
•	Eliminating Duplicates with DISTINCT,
•	Using Column and Table Aliases,
•	Writing Simple CASE Expressions,
,
,
•	Understanding Joins,
•	Querying with Inner Joins,
•	Querying with Outer Joins,
•	Querying with Cross Joins and Self Joins,
,
,
•	Sorting Data,
•	Filtering Data with a WHERE Clause,
•	Filtering with the TOP and OFFSET-FETCH Options,
•	Working with Unknown and Missing Values,
,
,
•	Introducing SQL Server 2014 Data Types,
•	Working with Character Data,
•	Working with Date and Time Data,
,
,
•	Inserting Data,
•	Modifying and Deleting Data,
,
,
•	Writing Queries with Built-In Functions,
•	Using Conversion Functions,
•	Using Logical Functions,
•	Using Functions to Work with NULL,
,
,
•	Using Aggregate Functions,
•	Using the GROUP BY Clause,
•	Filtering Groups with HAVING,
,
,
•	Writing Self-Contained Subqueries,
•	Writing Correlated Subqueries,
•	Using the EXISTS Predicate with Subqueries,
,
,
•	Writing SSIS Package Using Different Data Source,
,
,
•	Generate SSRS Report,
,
,
,
,
,

==============,==================,
,
,
,
•	Overview of Writing Applications using C#,
•	Datatypes, Operators, and Expressions,
•	C# Programming Language Constructs,
,
,
•	Creating and Invoking Methods,
•	Creating Overloaded Methods and Using Optional and Output Parameters,
•	Handling Exceptions,
•	Monitoring Applications,
,
,
•	Implementing Structs and Enums,
•	Organizing Data into Collections,
•	Handling Events,
,
,
•	Creating Classes,
•	Defining and Implementing Interfaces,
•	Implementing Type-safe Collections,
,
,
•	Creating Class Hierarchies,
•	Extending .NET Framework Classes,
•	Creating Generic Types,
,
,
•	Reading and Writing Files,
•	Serializing and Deserializing Data,
•	Performing I/O Using Streams,
,
,
•	Creating and Using Entity Data Models,
•	Querying Data by Using LINQ,
•	Updating Data by Using LINQ,
,
,
•	Accessing Data Across the Web,
•	Accessing Data in the Cloud,
,
,
•	Implementing Multitasking by using Tasks and Lambda Expressions,
•	Performing Operations Asynchronously,
•	Synchronizing Concurrent Access to Data,
,
,
•	Creating and Using Dynamic Objects,
•	Managing the Lifetime of Objects and Controlling Unmanaged Resources,
,
,
•	Implementing Symmetric Encryption,
•	Implementing Asymmetric Encryption,
,
,
•	Introduction to the .NET Framework,
•	Overview of ASP.NET,
•	Overview of the Lab Application,
,
,
•	Choosing a Programming Language,
•	Overview of Visual Studio 2017,
•	Creating a Simple Web Application,
,
,
•	Creating Web Forms,
•	Adding and Configuring Server Controls in a Web Form,
,
,
•	Working with Code-Behind Files,
•	Handling Server Control Events,
•	Creating Classes and Components by Using Visual Studio 2010,
•	Handling Page Events,
,
,
•	Creating Master Pages,
•	Adding User Controls to an ASP.NET Web Form,
,
,
•	Overview of User Input Validation,
•	ASP.NET Validation Controls,
•	Validating Web Forms,
,
,
•	Debugging in ASP.NET,
•	Tracing in ASP.NET,
,
,
•	Overview of ADO.NET,
•	Connecting to a Database,
•	Managing Data,
,
,
•	Overview of LINQ,
•	Managing XML Data by Using LINQ to XML,
•	Managing SQL Data by Using LINQ to SQL and LINQ to Entities,
,
,
•	Overview of ASP.NET Dynamic Data,
•	Applying ASP.NET Dynamic Data,
•	Customizing ASP.NET Dynamic Data Applications,
,
,
•	Introduction to Ajax,
•	Creating an ASP.NET Ajax Application by Using the Ajax Features for ASP.NET,
•	Extending an ASP.NET Web Forms Application by Using the Ajax Control Toolkit,
,
,
•	Overview of Windows Communication Foundation Services,
•	Calling Windows Communication Foundation Services,
•	Working with WCF Data Services,
,
,
•	State Management,
•	ASP.NET Profiles,
•	ASP.NET Caching,
,
,
•	Configuring an ASP.NET Web Application,
•	Deploying an ASP.NET Web Application,
,
,
•	Overview of Web Application Security,
•	Declaratively Configuring Authentication and Authorization,
•	Working Programmatically with Authentication and Authorization,
,
,
•	Overview of Microsoft Web Technologies,
•	Overview of ASP.NET 4.5,
•	Introduction to ASP.NET MVC 6,
,
,
•	Planning in the Project Design Phase,
•	Designing Models, Controllers, and Views,
,
,
•	Creating MVC Models,
•	Working with Data,
,
,
•	Writing Controllers and Actions,
•	Writing Action Filters,
,
,
•	Creating Views with Razor Syntax,
•	Using HTML Helpers,
•	Reusing Code in Views,
,
,
•	Unit Testing MVC Components,
•	Implementing an Exception Handling Strategy,
,
,
•	Analyzing Information Architecture,
•	Configuring Routes,
•	Creating a Navigation Structure,
,
,
•	Using Template Views,
•	Applying CSS to an MVC Application,
•	Creating an Adaptive User Interface,
,
,
•	Using AJAX and Partial Page Updates,
•	Implementing a Caching Strategy,
,
,
•	Rendering and Executing JavaScript Code,
•	Using jQuery and JQueryUI,
,
,
•	Implementing Authentication and Authorization,
•	Assigning Roles and Membership,
,
,
•	Developing Secure Sites,
•	State Management,
,
,
•	Introducing web service,
•	Designing and Writing Windows web Services,
•	Consuming Windows web Services in a Web Application,
,
,
•	Developing a Web API,
•	Calling a Web API from Mobile and Web Applications,
,
,
•	Using HTTP Modules and HTTP Handlers,
•	Using Web Sockets,
,
,
•	Deploying a Web Application,
•	Deploying an MVC 5 Application,
,
,
,
,
,    "
